"signature_date";"system_object_id";"global_id";"ID";"AdmArea";"District";"EDU_NAME";"OGRN";"PASSED_NUMBER_FULL";"PASSES_OVER_220";"PASSER_UNDER_160";"YEAR";"LINK";
"31.10.2016 09:34:52";"544";"4698037";"544";"Зеленоградский административный округ";"район Крюково";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2045»";"1127747118025";"101";"20";"69";"2015-2016";"{global_id=4479243, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2045»}";
"31.10.2016 09:29:39";"542";"4698038";"542";"Восточный административный округ";"район Ивановское";"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1476";"1027700410638";"61";"12";"35";"2015-2016";"{global_id=4478701, value=Государственное бюджетное образовательное учреждение города Москвы гимназия № 1476}";
"31.10.2016 09:26:51";"541";"4698039";"541";"Восточный административный округ";"район Гольяново";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1078»";"1037739426790";"63";"3";"35";"2015-2016";"{global_id=14021040, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1078»}";
"31.10.2016 09:20:08";"536";"4698041";"536";"Южный административный округ";"район Чертаново Центральное";"Государственное бюджетное общеобразовательное учреждение города Москвы средняя общеобразовательная школа № 556";"1137746700299";"46";"17";"38";"2015-2016";"{global_id=62782403, value=null}";
"31.10.2016 09:22:30";"534";"4698042";"534";"Северо-Восточный административный округ";"район Северное Медведково";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 283»";"5147746156300";"213";"31";"85";"2015-2016";"{global_id=4478716, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 283»}";
"31.10.2016 09:32:47";"839";"4698043";"839";"Южный административный округ";"Даниловский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1553 имени В.И. Вернадского»";"1027739070754";"156";"47";"73";"2015-2016";"{global_id=20974861, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1553 имени В.И. Вернадского»}";
"31.10.2016 09:27:30";"778";"4698044";"778";"Восточный административный округ";"район Перово";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2126 «Перово»";"1157746588251";"53";"15";"41";"2015-2016";"{global_id=13793690, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2126 «Перово»}";
"31.10.2016 09:20:29";"641";"4698045";"641";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1460»";"1137746934368";"58";"15";"29";"2015-2016";"{global_id=59480545, value=null}";
"31.10.2016 09:26:16";"686";"4698047";"686";"Западный административный округ";"район Филёвский Парк";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 590»";"1027700459335";"64";"9";"17";"2015-2016";"{global_id=4479218, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 590»}";
"31.10.2016 09:12:40";"648";"4698048";"648";"Северный административный округ";"район Коптево";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 185 имени Героя Советского Союза, Героя Социалистического Труда В.С. Гризодубовой»";"1027700481357";"63";"11";"32";"2015-2016";"{global_id=4479490, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 185 имени Героя Советского Союза, Героя Социалистического Труда В.С. Гризодубовой»}";
"31.10.2016 09:15:16";"823";"4698049";"823";"Южный административный округ";"район Чертаново Центральное";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1173»";"1037700236507";"129";"25";"62";"2015-2016";"{global_id=30538840, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1173»}";
"31.10.2016 09:25:12";"826";"4698050";"826";"Западный административный округ";"район Раменки";"Государственное автономное общеобразовательное учреждение города Москвы «Гимназия № 1306»";"1037739273230";"22";"9";"16";"2015-2016";"{global_id=30538856, value=Государственное автономное общеобразовательное учреждение города Москвы «Гимназия № 1306»}";
"31.10.2016 09:33:45";"2475";"4698052";"2475";"Северо-Восточный административный округ";"Ярославский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1374»";"1037739087979";"100";"9";"43";"2015-2016";"{global_id=13793813, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1374»}";
"31.10.2016 09:26:11";"2368";"4698053";"2368";"Северо-Западный административный округ";"район Строгино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 86 имени М.Е. Катукова»";"1037739458646";"82";"4";"22";"2015-2016";"{global_id=62782401, value=null}";
"31.10.2016 09:29:03";"2466";"4698054";"2466";"Западный административный округ";"район Раменки";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 37»";"1037739385056";"38";"11";"24";"2015-2016";"{global_id=4479279, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 37»}";
"31.10.2016 09:35:07";"2461";"4698055";"2461";"Северный административный округ";"Головинский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1583 имени К. А. Керимова»";"1027700556564";"157";"31";"63";"2015-2016";"{global_id=30538829, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1583 имени К. А. Керимова»}";
"31.10.2016 09:27:43";"2026";"4698056";"2026";"Центральный административный округ";"район Хамовники";"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1529 имени А.С.Грибоедова";"1037700156856";"221";"88";"123";"2015-2016";"{global_id=4479133, value=Государственное бюджетное образовательное учреждение города Москвы гимназия № 1529 имени А.С.Грибоедова}";
"31.10.2016 09:27:25";"2025";"4698057";"2025";"Юго-Западный административный округ";"Гагаринский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей «Вторая школа»";"1027700477826";"98";"83";"90";"2015-2016";"{global_id=4479184, value=Государственное бюджетное образовательное учреждение города Москвы лицей «Вторая школа»}";
"31.10.2016 09:15:32";"2119";"4698058";"2119";"Южный административный округ";"район Царицыно";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 868»";"1147746352841";"42";"5";"21";"2015-2016";"{global_id=62782453, value=null}";
"31.10.2016 09:27:26";"2117";"4698059";"2117";"Юго-Восточный административный округ";"район Печатники";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1256 имени Героя Советского Союза И.С. Полбина»";"1027700558412";"123";"29";"55";"2015-2016";"{global_id=14021058, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1256 имени Героя Советского Союза И.С. Полбина»}";
"31.10.2016 09:38:49";"2112";"4698060";"2112";"Западный административный округ";"район Фили-Давыдково";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа-интернат «Интеллектуал»";"1037731005784";"84";"48";"56";"2015-2016";"{global_id=13793676, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа-интернат «Интеллектуал»}";
"31.10.2016 09:38:00";"2111";"4698061";"2111";"Западный административный округ";"район Ново-Переделкино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением естественных наук № 1376»";"5087746478420";"48";"21";"42";"2015-2016";"{global_id=59480209, value=null}";
"31.10.2016 09:31:19";"3818";"4698062";"3818";"Восточный административный округ";"район Богородское";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением экологии № 390 имени генерала П.И. Батова»";"1127747007090";"59";"5";"22";"2015-2016";"{global_id=4479409, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением экологии № 390 имени генерала П.И. Батова»}";
"31.10.2016 09:37:51";"3957";"4698064";"3957";"Восточный административный округ";"район Новогиреево";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1324»";"1027739707104";"137";"26";"70";"2015-2016";"{global_id=4478690, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1324»}";
"31.10.2016 09:15:11";"3948";"4698065";"3948";"Западный административный округ";"Можайский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1400»";"1037739401853";"261";"31";"69";"2015-2016";"{global_id=4479457, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1400»}";
"31.10.2016 09:20:19";"3446";"4698066";"3446";"Северный административный округ";"Тимирязевский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 218»";"1147746195410";"62";"49";"56";"2015-2016";"{global_id=13793734, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 218»}";
"31.10.2016 09:28:56";"3454";"4698067";"3454";"Южный административный округ";"район Бирюлёво Восточное";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 947»";"1107746022570";"118";"25";"76";"2015-2016";"{global_id=14021054, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 947»}";
"31.10.2016 09:37:13";"3706";"4698068";"3706";"Северо-Западный административный округ";"район Митино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1358»";"1137746205541";"202";"53";"120";"2015-2016";"{global_id=4478813, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1358»}";
"31.10.2016 09:36:03";"4065";"4698069";"4065";"Юго-Западный административный округ";"район Южное Бутово";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1980»";"1027739639938";"202";"34";"82";"2015-2016";"{global_id=13793798, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1980»}";
"31.10.2016 09:10:23";"4060";"4698070";"4060";"Западный административный округ";"район Филёвский Парк";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 72»";"1027700570314";"74";"18";"55";"2015-2016";"{global_id=59480572, value=null}";
"31.10.2016 09:34:53";"571";"4698071";"571";"Северный административный округ";"Бескудниковский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 183»";"5147746149766";"105";"18";"50";"2015-2016";"{global_id=4479435, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 183»}";
"31.10.2016 09:37:00";"568";"4698072";"568";"Южный административный округ";"район Зябликово";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2116 «Зябликово»";"1157746067820";"168";"20";"68";"2015-2016";"{global_id=4479339, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2116 «Зябликово»}";
"31.10.2016 09:10:08";"456";"4698073";"456";"Центральный административный округ";"район Замоскворечье";"Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж малого бизнеса № 4»";"1057705001970";"70";"0";"0";"2015-2016";"{global_id=13793723, value=Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж малого бизнеса № 4»}";
"31.10.2016 09:25:21";"442";"4698074";"442";"Южный административный округ";"район Чертаново Центральное";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 879»";"1127747134569";"34";"7";"23";"2015-2016";"{global_id=4478822, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 879»}";
"31.10.2016 09:26:10";"478";"4698075";"478";"Северо-Западный административный округ";"район Щукино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Курчатовская школа»";"1127746767158";"206";"87";"152";"2015-2016";"{global_id=13793762, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Курчатовская школа»}";
"31.10.2016 09:25:04";"473";"4698076";"473";"Западный административный округ";"район Крылатское";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1130»";"1037739024322";"112";"26";"61";"2015-2016";"{global_id=13793756, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1130»}";
"31.10.2016 09:25:31";"441";"4698077";"441";"Южный административный округ";"район Бирюлёво Западное";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 933»";"1027739574060";"23";"3";"15";"2015-2016";"{global_id=14021036, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 933»}";
"31.10.2016 09:17:57";"639";"4698078";"639";"Южный административный округ";"Нагорный район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1580 при МГТУ имени Н.Э.Баумана»";"1097746843985";"419";"305";"400";"2015-2016";"{global_id=13793797, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1580 при МГТУ имени Н.Э.Баумана»}";
"31.10.2016 09:29:46";"633";"4698079";"633";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1359 имени авиаконструктора М.Л.Миля»";"1027700551120";"335";"52";"112";"2015-2016";"{global_id=13793787, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1359 имени авиаконструктора М.Л.Миля»}";
"31.10.2016 09:22:42";"632";"4698080";"632";"Восточный административный округ";"район Богородское";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением математики № 1360»";"1037739403360";"192";"22";"65";"2015-2016";"{global_id=4478975, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением математики № 1360»}";
"31.10.2016 09:15:18";"787";"4698081";"787";"Центральный административный округ";"Красносельский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1525 «Красносельский»";"1157746803895";"113";"55";"97";"2015-2016";"{global_id=13793810, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1525 «Красносельский»}";
"31.10.2016 09:28:35";"3890";"4698087";"3890";"Западный административный округ";"район Раменки";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 38»";"1037739560836";"81";"9";"33";"2015-2016";"{global_id=64004157, value=null}";
"31.10.2016 09:36:12";"5275";"4698088";"5275";"Восточный административный округ";"район Измайлово";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением математики, информатики, физики № 444»";"1037700123152";"100";"42";"65";"2015-2016";"{global_id=4479470, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением математики, информатики, физики № 444»}";
"31.10.2016 09:10:22";"5370";"4698089";"5370";"Западный административный округ";"район Раменки";"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 74";"1027739628564";"19";"2";"3";"2015-2016";"{global_id=4479472, value=Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 74}";
"31.10.2016 09:39:38";"5374";"4698090";"5374";"Юго-Западный административный округ";"Обручевский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 46»";"1147746292638";"68";"15";"32";"2015-2016";"{global_id=62782446, value=null}";
"31.10.2016 09:27:52";"5338";"4698091";"5338";"Северо-Западный административный округ";"район Куркино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2005»";"1127747107421";"117";"46";"85";"2015-2016";"{global_id=62782442, value=null}";
"31.10.2016 09:22:28";"5379";"4698092";"5379";"Юго-Западный административный округ";"район Тёплый Стан";"Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы «Колледж градостроительства и сервиса № 38»";"1137746216695";"24";"1";"4";"2015-2016";"{global_id=4478808, value=Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы «Колледж градостроительства и сервиса № 38»}";
"31.10.2016 09:32:29";"5323";"4698093";"5323";"Юго-Восточный административный округ";"район Люблино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с этнокультурным татарским компонентом образования № 1186 имени Мусы Джалиля»";"1037739044860";"31";"1";"8";"2015-2016";"{global_id=59480568, value=null}";
"31.10.2016 09:32:25";"5324";"4698094";"5324";"Северный административный округ";"район Аэропорт";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 152»";"1037739289466";"230";"55";"114";"2015-2016";"{global_id=13793746, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 152»}";
"31.10.2016 09:37:30";"5328";"4698095";"5328";"Южный административный округ";"район Братеево";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 998»";"1127747292749";"58";"1";"9";"2015-2016";"{global_id=4479293, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 998»}";
"31.10.2016 09:26:18";"2413";"4698097";"2413";"Восточный административный округ";"район Гольяново";"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1598»";"1047718008040";"144";"24";"85";"2015-2016";"{global_id=13793766, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1598»}";
"31.10.2016 09:39:32";"2394";"4698098";"2394";"Западный административный округ";"Можайский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1195»";"1027700552241";"134";"38";"92";"2015-2016";"{global_id=13793673, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1195»}";
"31.10.2016 09:26:31";"2399";"4698100";"2399";"Восточный административный округ";"район Ивановское";"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 633";"1037739178289";"17";"2";"9";"2015-2016";"{global_id=4479256, value=Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 633}";
"31.10.2016 09:24:42";"2128";"4698101";"2128";"Западный административный округ";"район Тропарёво-Никулино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Образовательный центр на проспекте Вернадского»";"1037700017596";"58";"33";"56";"2015-2016";"{global_id=13793755, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Образовательный центр на проспекте Вернадского»}";
"31.10.2016 09:36:12";"2274";"4698102";"2274";"Южный административный округ";"район Москворечье-Сабурово";"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1828 «Сабурово»";"1157746131036";"44";"9";"20";"2015-2016";"{global_id=4479083, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1828 «Сабурово»}";
"31.10.2016 09:17:54";"2267";"4698103";"2267";"Южный административный округ";"район Нагатинский Затон";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1770»";"1097746831731";"139";"15";"60";"2015-2016";"{global_id=4478726, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1770»}";
"31.10.2016 09:35:11";"1828";"4698104";"1828";"Юго-Восточный административный округ";"район Марьино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1319»";"1027739005216";"26";"25";"26";"2015-2016";"{global_id=4478849, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1319»}";
"31.10.2016 09:17:53";"2211";"4698105";"2211";"Северный административный округ";"Тимирязевский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 216»";"1027700437984";"53";"5";"10";"2015-2016";"{global_id=59480204, value=null}";
"31.10.2016 09:10:09";"2207";"4698106";"2207";"Юго-Западный административный округ";"район Северное Бутово";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1945 «Синяя птица»";"1027739544843";"53";"7";"27";"2015-2016";"{global_id=59480463, value=null}";
"31.10.2016 09:38:46";"2204";"4698107";"2204";"Северо-Восточный административный округ";"район Северное Медведково";"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1506»";"1097746830818";"145";"42";"75";"2015-2016";"{global_id=4478580, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1506»}";
"31.10.2016 09:12:52";"2126";"4698108";"2126";"Юго-Западный административный округ";"район Южное Бутово";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2109»";"1147746870567";"163";"27";"70";"2015-2016";"{global_id=4479450, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2109»}";
"31.10.2016 09:08:35";"2108";"4698109";"2108";"Южный административный округ";"район Нагатино-Садовники";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1073»";"1127746239433";"26";"5";"14";"2015-2016";"{global_id=59480269, value=null}";
"31.10.2016 09:35:20";"651";"4698110";"651";"Западный административный округ";"район Внуково";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 41 имени Григория Алексеевича Тарана»";"1027739800439";"109";"17";"55";"2015-2016";"{global_id=30538831, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 41 имени Григория Алексеевича Тарана»}";
"31.10.2016 09:38:08";"2301";"4698111";"2301";"Западный административный округ";"район Тропарёво-Никулино";"Государственное бюджетное общеобразовательное учреждение Московская гимназия на Юго-Западе № 1543";"1027700539789";"111";"82";"83";"2015-2016";"{global_id=170690465, value=null}";
"31.10.2016 09:36:04";"2219";"4698112";"2219";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1560»";"1037739178069";"190";"42";"98";"2015-2016";"{global_id=4479013, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1560»}";
"31.10.2016 09:22:41";"2298";"4698113";"2298";"Восточный административный округ";"район Перово";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 423»";"1037739221420";"65";"11";"34";"2015-2016";"{global_id=4479229, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 423»}";
"31.10.2016 09:29:28";"2378";"4698115";"2378";"Юго-Западный административный округ";"Академический район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 199»";"1037739633535";"112";"44";"82";"2015-2016";"{global_id=13793779, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 199»}";
"31.10.2016 09:29:22";"2415";"4698116";"2415";"Северо-Восточный административный округ";"Алтуфьевский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 305»";"1037739322796";"63";"15";"31";"2015-2016";"{global_id=170690433, value=null}";
"31.10.2016 09:25:45";"2377";"4698118";"2377";"Южный административный округ";"район Чертаново Центральное";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 880»";"1027739566788";"69";"8";"28";"2015-2016";"{global_id=62782452, value=null}";
"31.10.2016 09:26:23";"3859";"4698120";"3859";"Юго-Западный административный округ";"район Южное Бутово";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1161»";"5147746147203";"52";"6";"35";"2015-2016";"{global_id=4478725, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1161»}";
"31.10.2016 09:28:14";"4069";"4698121";"4069";"Южный административный округ";"район Братеево";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1929»";"1037739488951";"93";"12";"35";"2015-2016";"{global_id=59480185, value=null}";
"31.10.2016 09:25:22";"4070";"4698122";"4070";"Восточный административный округ";"район Перово";"Государственное бюджетное общеобразовательное учреждение города Москвы «Московская международная гимназия»";"1027739756340";"108";"48";"76";"2015-2016";"{global_id=30538846, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Московская международная гимназия»}";
"31.10.2016 09:17:47";"3505";"4698123";"3505";"Центральный административный округ";"Красносельский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Пушкинский лицей № 1500»";"1027700388363";"184";"46";"94";"2015-2016";"{global_id=30538820, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Пушкинский лицей № 1500»}";
"31.10.2016 09:22:32";"4044";"4698124";"4044";"Восточный административный округ";"район Вешняки";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 810»";"1037739319474";"106";"4";"22";"2015-2016";"{global_id=13793686, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 810»}";
"31.10.2016 09:32:31";"3504";"4698125";"3504";"Юго-Восточный административный округ";"район Текстильщики";"Государственное бюджетное профессиональное образовательное учреждение города Москвы «Многопрофильный центр образования»";"1037723049924";"15";"0";"0";"2015-2016";"{global_id=13793741, value=Государственное бюджетное профессиональное образовательное учреждение города Москвы «Многопрофильный центр образования»}";
"31.10.2016 09:26:58";"3501";"4698126";"3501";"Северный административный округ";"район Сокол";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением математики № 1384 имени А.А. Леманского»";"1027700551724";"62";"15";"22";"2015-2016";"{global_id=13793667, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением математики № 1384 имени А.А. Леманского»}";
"31.10.2016 09:37:11";"3848";"4698127";"3848";"Северный административный округ";"Молжаниновский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа Перспектива»";"5147746142902";"13";"3";"10";"2015-2016";"{global_id=13793662, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа Перспектива»}";
"31.10.2016 09:24:37";"3846";"4698128";"3846";"Южный административный округ";"район Чертаново Северное";"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1158»";"1127746764771";"130";"68";"114";"2015-2016";"{global_id=59480213, value=null}";
"31.10.2016 09:08:22";"3845";"4698129";"3845";"Северный административный округ";"Хорошёвский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1287»";"1037739086956";"183";"49";"93";"2015-2016";"{global_id=19646353, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1287»}";
"31.10.2016 09:38:59";"4245";"4698131";"4245";"Северо-Западный административный округ";"район Северное Тушино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1571»";"1037739302776";"151";"61";"117";"2015-2016";"{global_id=4478946, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1571»}";
